day,play,outlook,temp,humidity,wind
D10191,No,Sunny,Mild,High,Strong
D10192,Yes,Overcast,Mild,High,Strong
D10193,No,Sunny,Mild,High,Weak
D10194,Yes,Rain,Cool,High,Strong
D10195,Yes,Rain,Hot,Normal,Weak
D10196,No,Sunny,Mild,High,Weak
D10197,No,Sunny,Hot,High,Strong
D10198,Yes,Rain,Hot,High,Weak
D10199,No,Sunny,Hot,High,Weak
D10200,Yes,Sunny,Cool,Normal,Weak
D10201,Yes,Rain,Cool,Normal,Weak
D10202,No,Sunny,Mild,High,Strong
D10203,No,Rain,Hot,Normal,Weak
D10204,No,Sunny,Cool,High,Strong
D10205,Yes,Overcast,Hot,High,Strong
D10206,Yes,Sunny,Mild,Normal,Weak
D10207,Yes,Overcast,Hot,Normal,Strong
D10208,Yes,Overcast,Mild,High,Weak
D10209,Yes,Overcast,Cool,Normal,Weak
D10210,No,Sunny,Mild,High,Weak
D10211,Yes,Rain,Hot,Normal,Strong
D10212,No,Rain,Hot,Normal,Strong
D10213,No,Sunny,Mild,Normal,Strong
D10214,Yes,Rain,Cool,Normal,Weak
D10215,Yes,Overcast,Cool,Normal,Weak
D10216,No,Rain,Mild,High,Weak
D10217,No,Sunny,Mild,Normal,Weak
D10218,No,Rain,Hot,High,Weak
D10219,Yes,Overcast,Mild,High,Strong
D10220,Yes,Rain,Mild,Normal,Weak
D10221,No,Sunny,Mild,High,Strong
D10222,No,Sunny,Hot,High,Strong
D10223,Yes,Rain,Mild,Normal,Weak
D10224,Yes,Sunny,Mild,High,Strong
D10225,Yes,Rain,Cool,High,Strong
D10226,Yes,Overcast,Cool,Normal,Weak
D10227,No,Sunny,Mild,High,Strong
D10228,Yes,Sunny,Hot,Normal,Weak
D10229,No,Rain,Cool,High,Strong
D10230,Yes,Overcast,Cool,High,Strong
D10231,Yes,Rain,Cool,Normal,Strong
D10232,Yes,Rain,Mild,High,Weak
D10233,No,Rain,Cool,High,Strong
D10234,No,Rain,Hot,High,Strong
D10235,Yes,Overcast,Cool,High,Weak
D10236,No,Rain,Cool,High,Strong
D10237,Yes,Sunny,Cool,Normal,Weak
D10238,Yes,Sunny,Cool,High,Weak
D10239,No,Sunny,Cool,High,Weak
D10240,Yes,Overcast,Mild,Normal,Weak
D10241,No,Sunny,Mild,High,Strong
D10242,Yes,Rain,Mild,Normal,Weak
D10243,Yes,Sunny,Hot,Normal,Weak
D10244,Yes,Rain,Mild,Normal,Weak
D10245,Yes,Rain,Hot,Normal,Weak
D10246,Yes,Overcast,Mild,Normal,Weak
D10247,No,Rain,Cool,High,Strong
D10248,No,Sunny,Mild,High,Strong
D10249,Yes,Overcast,Mild,Normal,Strong
D10250,Yes,Rain,Cool,Normal,Strong
D10251,No,Rain,Mild,High,Weak
D10252,Yes,Overcast,Mild,High,Weak
D10253,Yes,Overcast,Cool,Normal,Weak
D10254,Yes,Overcast,Mild,Normal,Strong
D10255,No,Rain,Cool,High,Strong
D10256,No,Rain,Cool,High,Weak
D10257,No,Rain,Mild,High,Weak
D10258,No,Sunny,Mild,High,Strong
D10259,Yes,Overcast,Hot,Normal,Weak
D10260,No,Sunny,Hot,Normal,Weak
D10261,Yes,Sunny,Hot,High,Weak
D10262,Yes,Rain,Mild,Normal,Weak
D10263,Yes,Overcast,Mild,High,Weak
D10264,Yes,Rain,Cool,High,Weak
D10265,Yes,Rain,Hot,Normal,Strong
D10266,Yes,Overcast,Mild,High,Weak
D10267,Yes,Rain,Mild,Normal,Weak
D10268,No,Sunny,Cool,High,Strong
D10269,No,Sunny,Hot,High,Strong
D10270,Yes,Rain,Mild,High,Weak
D10271,Yes,Overcast,Hot,Normal,Weak
D10272,No,Rain,Mild,High,Weak
D10273,Yes,Sunny,Mild,Normal,Weak
D10274,Yes,Overcast,Hot,High,Strong
D10275,Yes,Overcast,Hot,Normal,Weak
D10276,Yes,Sunny,Mild,Normal,Strong
D10277,Yes,Rain,Mild,Normal,Weak
D10278,Yes,Sunny,Hot,High,Strong
D10279,Yes,Overcast,Cool,Normal,Weak
D10280,No,Rain,Hot,High,Weak
D10281,Yes,Rain,Mild,High,Weak
D10282,No,Rain,Mild,Normal,Strong
D10283,No,Rain,Hot,High,Strong
D10284,No,Rain,Cool,High,Strong
D10285,Yes,Rain,Mild,High,Weak
D10286,Yes,Rain,Cool,Normal,Strong
D10287,Yes,Rain,Mild,Normal,Strong
D10288,Yes,Sunny,Mild,Normal,Strong
D10289,No,Sunny,Cool,High,Strong
D10290,No,Sunny,Hot,Normal,Weak
D10291,Yes,Sunny,Hot,Normal,Strong
D10292,Yes,Overcast,Hot,High,Weak
D10293,No,Sunny,Hot,Normal,Weak
D10294,No,Sunny,Hot,Normal,Strong
D10295,Yes,Sunny,Hot,Normal,Weak
D10296,Yes,Rain,Cool,High,Strong
D10297,Yes,Rain,Hot,High,Strong
D10298,No,Sunny,Cool,High,Weak
D10299,No,Rain,Hot,High,Strong
D10300,No,Sunny,Mild,Normal,Strong
D10301,No,Sunny,Hot,Normal,Weak
D10302,Yes,Rain,Hot,Normal,Weak
D10303,No,Rain,Mild,High,Strong
D10304,No,Sunny,Mild,High,Weak
D10305,Yes,Overcast,Cool,High,Strong
D10306,Yes,Overcast,Cool,High,Strong
D10307,Yes,Sunny,Mild,Normal,Weak
D10308,No,Sunny,Hot,High,Strong
D10309,Yes,Overcast,Hot,Normal,Weak
D10310,Yes,Sunny,Cool,Normal,Strong
D10311,No,Rain,Hot,High,Weak
D10312,No,Rain,Mild,High,Weak
D10313,Yes,Rain,Hot,Normal,Weak
D10314,Yes,Sunny,Hot,Normal,Strong
D10315,Yes,Sunny,Mild,High,Weak
D10316,Yes,Overcast,Cool,High,Weak
D10317,Yes,Sunny,Mild,High,Strong
D10318,Yes,Overcast,Cool,High,Weak
D10319,Yes,Sunny,Cool,Normal,Strong
D10320,No,Sunny,Hot,High,Strong
D10321,Yes,Sunny,Hot,Normal,Strong
D10322,Yes,Overcast,Mild,Normal,Weak
D10323,No,Sunny,Mild,High,Weak
D10324,Yes,Overcast,Mild,Normal,Weak
D10325,Yes,Sunny,Hot,Normal,Weak
D10326,Yes,Sunny,Mild,High,Weak
D10327,Yes,Overcast,Mild,Normal,Weak
D10328,Yes,Rain,Cool,Normal,Weak
D10329,Yes,Sunny,Mild,High,Strong
D10330,Yes,Sunny,Cool,Normal,Strong
D10331,Yes,Rain,Cool,High,Weak
D10332,Yes,Overcast,Hot,Normal,Weak
D10333,Yes,Overcast,Mild,Normal,Weak
D10334,No,Sunny,Mild,High,Weak
D10335,No,Sunny,Mild,Normal,Weak
D10336,No,Sunny,Cool,High,Strong
D10337,Yes,Overcast,Cool,High,Strong
D10338,Yes,Rain,Hot,Normal,Strong
D10339,No,Sunny,Hot,High,Weak
D10340,No,Rain,Hot,High,Weak
D10341,Yes,Rain,Hot,High,Weak
D10342,Yes,Rain,Mild,Normal,Weak
D10343,No,Rain,Cool,High,Strong
D10344,Yes,Overcast,Cool,High,Weak
D10345,Yes,Rain,Mild,Normal,Weak
D10346,Yes,Rain,Mild,Normal,Weak
D10347,Yes,Overcast,Hot,Normal,Weak
D10348,Yes,Overcast,Mild,Normal,Weak
D10349,No,Rain,Mild,High,Strong
D10350,No,Sunny,Mild,High,Strong
D10351,Yes,Overcast,Cool,High,Strong
D10352,Yes,Rain,Hot,High,Weak
D10353,No,Rain,Cool,High,Weak
D10354,No,Sunny,Mild,High,Strong
D10355,No,Sunny,Hot,High,Strong
D10356,No,Rain,Cool,High,Strong
D10357,No,Sunny,Mild,High,Strong
D10358,Yes,Overcast,Hot,Normal,Weak
D10359,Yes,Overcast,Cool,Normal,Weak
D10360,Yes,Overcast,Mild,Normal,Strong
D10361,Yes,Overcast,Mild,Normal,Strong
D10362,No,Sunny,Hot,High,Strong
D10363,No,Rain,Hot,Normal,Weak
D10364,No,Sunny,Hot,High,Strong
D10365,Yes,Sunny,Mild,Normal,Strong
D10366,Yes,Overcast,Cool,High,Strong
D10367,No,Rain,Mild,High,Weak
D10368,No,Sunny,Hot,High,Weak
D10369,Yes,Rain,Hot,High,Weak
D10370,No,Sunny,Hot,High,Strong
D10371,Yes,Overcast,Cool,Normal,Strong
D10372,Yes,Overcast,Mild,Normal,Weak
D10373,Yes,Rain,Mild,Normal,Weak
D10374,No,Sunny,Hot,High,Weak
D10375,Yes,Overcast,Cool,Normal,Weak
D10376,Yes,Sunny,Cool,Normal,Weak
D10377,No,Sunny,Hot,High,Strong
D10378,No,Sunny,Mild,High,Weak
D10379,Yes,Rain,Mild,Normal,Weak
D10380,Yes,Rain,Mild,High,Weak
D10381,No,Sunny,Hot,High,Strong
D10382,Yes,Overcast,Hot,Normal,Weak
D10383,No,Sunny,Cool,High,Strong
D10384,No,Sunny,Mild,Normal,Weak
D10385,No,Sunny,Mild,High,Weak
D10386,Yes,Rain,Hot,High,Strong
D10387,Yes,Overcast,Hot,Normal,Strong
D10388,No,Rain,Mild,Normal,Strong
D10389,No,Sunny,Hot,High,Weak
D10390,No,Sunny,Mild,Normal,Weak
D10391,Yes,Rain,Hot,High,Weak
D10392,Yes,Overcast,Cool,Normal,Weak
D10393,No,Sunny,Hot,High,Strong
D10394,No,Sunny,Mild,High,Weak
D10395,Yes,Overcast,Cool,Normal,Weak
D10396,No,Sunny,Mild,High,Strong
D10397,Yes,Overcast,Mild,Normal,Strong
D10398,No,Rain,Mild,High,Strong
D10399,Yes,Rain,Hot,Normal,Weak
D10400,No,Sunny,Cool,Normal,Strong
D10401,Yes,Sunny,Cool,Normal,Weak
D10402,Yes,Overcast,Mild,Normal,Weak
D10403,Yes,Overcast,Mild,Normal,Strong
D10404,Yes,Overcast,Cool,Normal,Strong
D10405,Yes,Rain,Hot,High,Weak
D10406,No,Rain,Cool,High,Weak
D10407,Yes,Rain,Mild,Normal,Weak
D10408,Yes,Overcast,Mild,High,Strong
D10409,Yes,Rain,Cool,Normal,Weak
D10410,No,Sunny,Hot,High,Weak
D10411,Yes,Rain,Mild,High,Strong
D10412,No,Rain,Hot,High,Weak
D10413,No,Rain,Hot,High,Strong
D10414,Yes,Rain,Mild,Normal,Strong
D10415,Yes,Sunny,Cool,High,Strong
D10416,Yes,Overcast,Cool,High,Strong
D10417,No,Rain,Hot,High,Weak
D10418,Yes,Sunny,Hot,Normal,Weak
D10419,No,Sunny,Mild,High,Weak
D10420,No,Sunny,Cool,Normal,Strong
D10421,Yes,Rain,Mild,Normal,Weak
D10422,Yes,Overcast,Cool,Normal,Weak
D10423,No,Sunny,Mild,High,Weak
D10424,Yes,Rain,Mild,Normal,Weak
D10425,No,Rain,Cool,Normal,Weak
D10426,Yes,Overcast,Hot,Normal,Weak
D10427,No,Sunny,Hot,High,Weak
D10428,No,Rain,Cool,High,Strong
D10429,Yes,Overcast,Mild,Normal,Weak
D10430,Yes,Overcast,Hot,Normal,Weak
D10431,Yes,Sunny,Cool,Normal,Weak
D10432,Yes,Overcast,Mild,Normal,Strong
D10433,Yes,Rain,Mild,Normal,Weak
D10434,No,Sunny,Mild,High,Strong
D10435,Yes,Overcast,Hot,High,Weak
D10436,Yes,Overcast,Cool,High,Weak
D10437,No,Sunny,Hot,High,Strong
D10438,Yes,Overcast,Hot,Normal,Weak
D10439,Yes,Overcast,Cool,Normal,Strong
D10440,Yes,Overcast,Mild,High,Weak
D10441,No,Rain,Mild,Normal,Strong
D10442,Yes,Rain,Mild,Normal,Weak
D10443,Yes,Overcast,Mild,Normal,Weak
D10444,No,Sunny,Cool,Normal,Weak
D10445,Yes,Rain,Mild,Normal,Weak
D10446,No,Rain,Mild,High,Strong
D10447,Yes,Rain,Mild,Normal,Weak
D10448,Yes,Rain,Cool,Normal,Weak
D10449,Yes,Sunny,Mild,Normal,Strong
D10450,Yes,Overcast,Hot,Normal,Weak
D10451,Yes,Overcast,Mild,Normal,Strong
D10452,Yes,Rain,Cool,Normal,Weak
D10453,Yes,Rain,Cool,Normal,Weak
D10454,No,Rain,Mild,Normal,Weak
D10455,Yes,Overcast,Hot,Normal,Weak
D10456,Yes,Sunny,Hot,High,Weak
D10457,Yes,Overcast,Hot,High,Strong
D10458,Yes,Overcast,Cool,Normal,Weak
D10459,Yes,Sunny,Cool,Normal,Weak
D10460,Yes,Overcast,Cool,High,Weak
D10461,Yes,Overcast,Cool,High,Strong
D10462,Yes,Overcast,Cool,Normal,Weak
D10463,Yes,Overcast,Mild,High,Weak
D10464,No,Rain,Mild,High,Strong
D10465,No,Sunny,Cool,High,Weak
D10466,No,Sunny,Mild,High,Strong
D10467,No,Rain,Cool,High,Strong
D10468,Yes,Overcast,Mild,High,Strong
D10469,No,Sunny,Mild,High,Strong
D10470,No,Sunny,Mild,High,Strong
D10471,No,Sunny,Mild,High,Weak
D10472,No,Sunny,Mild,Normal,Strong
D10473,No,Sunny,Mild,Normal,Weak
D10474,No,Sunny,Mild,High,Strong
D10475,Yes,Sunny,Cool,High,Strong
D10476,Yes,Overcast,Mild,Normal,Weak
D10477,No,Sunny,Hot,High,Strong
D10478,No,Rain,Cool,High,Weak
D10479,Yes,Overcast,Cool,Normal,Weak
D10480,Yes,Sunny,Cool,Normal,Strong
D10481,No,Rain,Mild,High,Strong
D10482,Yes,Sunny,Cool,Normal,Weak
D10483,Yes,Sunny,Mild,High,Weak
D10484,Yes,Rain,Mild,High,Weak
D10485,No,Rain,Hot,High,Strong
D10486,No,Sunny,Hot,Normal,Strong
D10487,Yes,Overcast,Cool,Normal,Weak
D10488,Yes,Overcast,Hot,High,Strong
D10489,Yes,Overcast,Cool,High,Weak
D10490,Yes,Sunny,Mild,High,Strong
D10491,No,Sunny,Mild,High,Strong
D10492,Yes,Rain,Mild,Normal,Weak
D10493,No,Rain,Mild,High,Weak
D10494,Yes,Rain,Cool,High,Weak
D10495,Yes,Sunny,Hot,Normal,Weak
D10496,Yes,Rain,Hot,High,Weak
D10497,No,Sunny,Hot,High,Strong
D10498,No,Sunny,Mild,High,Weak
D10499,No,Rain,Hot,High,Strong
D10500,Yes,Overcast,Mild,Normal,Weak
D10501,Yes,Rain,Cool,Normal,Weak
D10502,No,Sunny,Mild,High,Strong
D10503,Yes,Rain,Cool,Normal,Weak
D10504,Yes,Overcast,Mild,High,Weak
D10505,Yes,Overcast,Cool,High,Strong
D10506,No,Sunny,Cool,High,Strong
D10507,No,Rain,Hot,Normal,Strong
D10508,Yes,Overcast,Mild,High,Strong
D10509,Yes,Rain,Hot,Normal,Weak
D10510,No,Sunny,Cool,High,Strong
D10511,Yes,Rain,Cool,Normal,Weak
D10512,No,Sunny,Mild,High,Strong
D10513,Yes,Rain,Hot,High,Weak
D10514,Yes,Rain,Mild,High,Weak
D10515,Yes,Overcast,Cool,Normal,Weak
D10516,Yes,Rain,Hot,Normal,Weak
D10517,Yes,Overcast,Mild,Normal,Strong
D10518,Yes,Rain,Hot,High,Weak
D10519,No,Rain,Hot,Normal,Strong
D10520,Yes,Sunny,Cool,High,Strong
D10521,Yes,Overcast,Cool,Normal,Weak
D10522,Yes,Overcast,Cool,Normal,Weak
D10523,Yes,Overcast,Mild,High,Strong
D10524,Yes,Sunny,Mild,Normal,Weak
D10525,No,Sunny,Hot,High,Weak
D10526,Yes,Rain,Mild,High,Weak
D10527,Yes,Sunny,Hot,High,Weak
D10528,No,Rain,Hot,Normal,Strong
D10529,Yes,Overcast,Cool,Normal,Weak
D10530,Yes,Rain,Hot,Normal,Weak
D10531,Yes,Rain,Mild,Normal,Weak
D10532,No,Sunny,Mild,High,Strong
D10533,Yes,Rain,Cool,High,Strong
D10534,Yes,Overcast,Hot,High,Strong
D10535,Yes,Rain,Hot,Normal,Strong
D10536,No,Sunny,Cool,High,Weak
D10537,No,Sunny,Hot,High,Weak
D10538,Yes,Overcast,Cool,Normal,Weak
D10539,No,Sunny,Mild,High,Strong
D10540,Yes,Sunny,Mild,Normal,Weak
D10541,No,Sunny,Mild,High,Strong
D10542,Yes,Overcast,Mild,Normal,Weak
D10543,No,Rain,Mild,High,Strong
D10544,Yes,Rain,Mild,Normal,Weak
D10545,Yes,Rain,Hot,High,Weak
D10546,No,Sunny,Mild,Normal,Strong
D10547,Yes,Overcast,Mild,High,Strong
D10548,Yes,Rain,Cool,Normal,Strong
D10549,Yes,Rain,Cool,High,Weak
D10550,No,Rain,Mild,High,Strong
D10551,No,Sunny,Mild,High,Strong
D10552,Yes,Overcast,Mild,Normal,Strong
D10553,Yes,Sunny,Mild,High,Weak
D10554,Yes,Rain,Cool,Normal,Weak
D10555,Yes,Rain,Hot,Normal,Weak
D10556,Yes,Overcast,Cool,High,Weak
D10557,No,Sunny,Mild,High,Strong
D10558,No,Sunny,Hot,High,Strong
D10559,Yes,Overcast,Mild,Normal,Strong
D10560,No,Sunny,Mild,High,Strong
D10561,Yes,Sunny,Cool,High,Weak
D10562,No,Sunny,Mild,High,Strong
D10563,Yes,Rain,Mild,Normal,Strong
D10564,No,Rain,Hot,High,Strong
D10565,No,Rain,Cool,Normal,Strong
D10566,Yes,Sunny,Hot,Normal,Weak
D10567,Yes,Rain,Mild,Normal,Weak
D10568,Yes,Sunny,Mild,Normal,Weak
D10569,Yes,Overcast,Cool,Normal,Weak
D10570,Yes,Overcast,Hot,High,Weak
D10571,No,Sunny,Hot,High,Weak
D10572,Yes,Overcast,Mild,Normal,Weak
D10573,No,Sunny,Mild,High,Weak
D10574,Yes,Overcast,Cool,High,Weak
D10575,Yes,Overcast,Mild,Normal,Weak
D10576,Yes,Overcast,Cool,Normal,Weak
D10577,Yes,Overcast,Cool,High,Strong
D10578,Yes,Rain,Mild,High,Weak
D10579,No,Rain,Mild,Normal,Weak
D10580,Yes,Sunny,Mild,Normal,Weak
D10581,No,Rain,Hot,High,Strong
D10582,Yes,Overcast,Mild,Normal,Strong
D10583,Yes,Overcast,Mild,High,Strong
D10584,No,Sunny,Hot,High,Strong
D10585,No,Sunny,Cool,High,Strong
D10586,Yes,Rain,Cool,High,Weak
D10587,No,Sunny,Mild,High,Strong
D10588,Yes,Overcast,Mild,Normal,Strong
D10589,Yes,Overcast,Mild,Normal,Weak
D10590,Yes,Sunny,Hot,Normal,Weak
D10591,Yes,Overcast,Cool,Normal,Weak
D10592,Yes,Sunny,Cool,High,Weak
D10593,No,Sunny,Mild,High,Strong
D10594,Yes,Rain,Cool,Normal,Strong
D10595,No,Sunny,Mild,High,Strong
D10596,Yes,Rain,Hot,High,Weak
D10597,Yes,Rain,Mild,Normal,Weak
D10598,Yes,Rain,Mild,Normal,Weak
D10599,No,Sunny,Hot,High,Strong
D10600,No,Sunny,Mild,High,Strong
D10601,No,Rain,Mild,High,Weak
D10602,Yes,Overcast,Mild,Normal,Weak
D10603,No,Sunny,Hot,High,Strong
D10604,Yes,Overcast,Mild,Normal,Weak
D10605,No,Sunny,Mild,Normal,Strong
D10606,Yes,Overcast,Cool,Normal,Weak
D10607,Yes,Rain,Hot,Normal,Weak
D10608,Yes,Sunny,Cool,Normal,Strong
D10609,Yes,Sunny,Mild,High,Weak
D10610,No,Rain,Mild,High,Strong
D10611,Yes,Overcast,Cool,Normal,Weak
D10612,Yes,Rain,Cool,High,Weak
D10613,No,Rain,Hot,High,Strong
D10614,Yes,Rain,Cool,Normal,Weak
D10615,Yes,Rain,Mild,High,Weak
D10616,Yes,Sunny,Mild,Normal,Strong
D10617,Yes,Overcast,Mild,High,Weak
D10618,Yes,Sunny,Mild,High,Weak
D10619,Yes,Overcast,Mild,Normal,Weak
D10620,Yes,Overcast,Hot,Normal,Weak
D10621,Yes,Rain,Cool,High,Strong
D10622,No,Rain,Mild,High,Strong
D10623,Yes,Overcast,Mild,Normal,Weak
D10624,Yes,Rain,Hot,Normal,Weak
D10625,Yes,Sunny,Hot,High,Weak
D10626,Yes,Sunny,Mild,Normal,Weak
D10627,No,Sunny,Cool,High,Weak
D10628,Yes,Overcast,Cool,Normal,Strong
D10629,No,Sunny,Hot,High,Weak
D10630,No,Sunny,Mild,High,Strong
D10631,Yes,Sunny,Mild,Normal,Weak
D10632,Yes,Sunny,Cool,Normal,Strong
D10633,Yes,Rain,Hot,Normal,Weak
D10634,Yes,Overcast,Hot,High,Strong
D10635,No,Sunny,Mild,High,Weak
D10636,Yes,Rain,Mild,High,Weak
D10637,Yes,Overcast,Cool,Normal,Strong
D10638,No,Sunny,Mild,High,Weak
D10639,No,Rain,Hot,High,Strong
D10640,No,Sunny,Hot,Normal,Weak
D10641,Yes,Sunny,Mild,Normal,Weak
D10642,No,Rain,Hot,High,Weak
D10643,Yes,Sunny,Cool,Normal,Strong
D10644,Yes,Sunny,Mild,Normal,Weak
D10645,Yes,Overcast,Cool,Normal,Weak
D10646,No,Sunny,Cool,High,Strong
D10647,No,Sunny,Hot,Normal,Strong
D10648,Yes,Rain,Mild,Normal,Weak
D10649,Yes,Overcast,Hot,Normal,Weak
D10650,Yes,Overcast,Cool,Normal,Strong
D10651,No,Sunny,Hot,Normal,Weak
D10652,Yes,Rain,Mild,Normal,Weak
D10653,No,Sunny,Hot,High,Strong
D10654,Yes,Sunny,Cool,High,Weak
D10655,Yes,Sunny,Mild,High,Weak
D10656,Yes,Rain,Cool,High,Weak
D10657,No,Sunny,Mild,High,Strong
D10658,Yes,Overcast,Cool,Normal,Strong
D10659,Yes,Overcast,Mild,High,Strong
D10660,Yes,Overcast,Mild,High,Weak
D10661,Yes,Overcast,Hot,Normal,Strong
D10662,Yes,Rain,Cool,Normal,Weak
D10663,Yes,Rain,Mild,High,Strong
D10664,Yes,Overcast,Mild,High,Strong
D10665,Yes,Rain,Cool,Normal,Weak
D10666,No,Sunny,Hot,High,Weak
D10667,Yes,Rain,Cool,High,Weak
D10668,Yes,Overcast,Hot,Normal,Strong
D10669,Yes,Rain,Mild,Normal,Weak
D10670,Yes,Sunny,Hot,Normal,Strong
D10671,No,Sunny,Mild,High,Strong
D10672,Yes,Overcast,Cool,Normal,Weak
D10673,No,Sunny,Hot,High,Weak
D10674,Yes,Overcast,Mild,Normal,Weak
D10675,No,Rain,Mild,High,Strong
D10676,Yes,Sunny,Cool,Normal,Weak
D10677,Yes,Sunny,Mild,High,Weak
D10678,Yes,Sunny,Mild,Normal,Strong
D10679,Yes,Overcast,Hot,Normal,Weak
D10680,No,Rain,Mild,High,Weak
D10681,No,Sunny,Hot,High,Strong
D10682,No,Sunny,Mild,High,Weak
D10683,Yes,Overcast,Hot,Normal,Weak
D10684,No,Sunny,Mild,High,Weak
D10685,Yes,Rain,Hot,Normal,Strong
D10686,No,Rain,Mild,High,Strong
D10687,Yes,Overcast,Hot,Normal,Strong
D10688,Yes,Rain,Cool,Normal,Strong
D10689,No,Rain,Cool,High,Strong
D10690,Yes,Sunny,Mild,Normal,Weak
D10691,No,Rain,Hot,Normal,Strong
D10692,Yes,Overcast,Mild,Normal,Weak
D10693,No,Sunny,Hot,High,Weak
D10694,No,Sunny,Mild,High,Strong
D10695,Yes,Overcast,Mild,High,Weak
D10696,No,Rain,Mild,High,Strong
D10697,Yes,Sunny,Mild,Normal,Weak
D10698,No,Sunny,Cool,High,Weak
D10699,No,Rain,Mild,High,Weak
D10700,No,Sunny,Mild,High,Weak
D10701,Yes,Rain,Cool,Normal,Strong
D10702,No,Sunny,Cool,Normal,Weak
D10703,Yes,Rain,Hot,Normal,Weak
D10704,No,Sunny,Hot,Normal,Strong
D10705,Yes,Sunny,Cool,Normal,Weak
D10706,Yes,Rain,Cool,Normal,Strong
D10707,Yes,Overcast,Mild,Normal,Strong
D10708,Yes,Overcast,Mild,Normal,Weak
D10709,Yes,Rain,Hot,High,Strong
D10710,Yes,Rain,Cool,Normal,Weak
D10711,Yes,Overcast,Mild,High,Strong
D10712,Yes,Overcast,Mild,Normal,Weak
D10713,No,Sunny,Mild,Normal,Strong
D10714,Yes,Overcast,Mild,High,Strong
D10715,Yes,Overcast,Hot,Normal,Weak
D10716,No,Rain,Mild,High,Strong
D10717,No,Sunny,Hot,High,Strong
D10718,Yes,Overcast,Mild,Normal,Weak
D10719,Yes,Overcast,Mild,Normal,Weak
D10720,Yes,Overcast,Mild,High,Weak
D10721,No,Rain,Hot,High,Weak
D10722,Yes,Rain,Hot,Normal,Weak
D10723,Yes,Overcast,Mild,Normal,Weak
D10724,No,Rain,Mild,High,Strong
D10725,No,Sunny,Hot,Normal,Strong
D10726,Yes,Sunny,Mild,High,Strong
D10727,Yes,Sunny,Mild,High,Weak
D10728,No,Rain,Mild,Normal,Strong
D10729,Yes,Overcast,Mild,Normal,Strong
D10730,Yes,Overcast,Hot,Normal,Strong
D10731,Yes,Overcast,Cool,Normal,Weak
D10732,Yes,Overcast,Cool,High,Weak
D10733,Yes,Overcast,Cool,Normal,Weak
D10734,Yes,Overcast,Cool,High,Weak
D10735,Yes,Rain,Cool,Normal,Weak
D10736,Yes,Overcast,Cool,Normal,Weak
D10737,No,Rain,Mild,High,Weak
D10738,Yes,Rain,Cool,High,Weak
D10739,Yes,Sunny,Mild,Normal,Weak
D10740,Yes,Sunny,Cool,Normal,Weak
D10741,Yes,Overcast,Mild,High,Weak
D10742,No,Rain,Hot,High,Strong
D10743,Yes,Rain,Mild,High,Strong
D10744,No,Sunny,Hot,High,Weak
D10745,Yes,Sunny,Cool,Normal,Weak
D10746,Yes,Overcast,Mild,Normal,Strong
D10747,Yes,Sunny,Hot,Normal,Weak
D10748,Yes,Overcast,Hot,High,Weak
D10749,No,Rain,Mild,High,Strong
D10750,Yes,Overcast,Cool,Normal,Strong
D10751,Yes,Overcast,Mild,Normal,Strong
D10752,No,Sunny,Mild,High,Strong
D10753,No,Rain,Cool,Normal,Strong
D10754,Yes,Overcast,Cool,High,Strong
D10755,Yes,Rain,Cool,Normal,Weak
D10756,Yes,Rain,Cool,Normal,Weak
D10757,No,Rain,Cool,High,Weak
D10758,Yes,Sunny,Cool,High,Weak
D10759,No,Sunny,Hot,High,Strong
D10760,Yes,Overcast,Cool,High,Strong
D10761,Yes,Overcast,Mild,Normal,Strong
D10762,Yes,Rain,Mild,High,Strong
D10763,Yes,Sunny,Mild,Normal,Strong
D10764,No,Sunny,Hot,High,Weak
D10765,No,Sunny,Mild,High,Strong
D10766,Yes,Rain,Mild,Normal,Weak
D10767,Yes,Overcast,Mild,Normal,Weak
D10768,Yes,Sunny,Mild,Normal,Strong
D10769,Yes,Rain,Mild,Normal,Strong
D10770,Yes,Overcast,Mild,Normal,Weak
D10771,Yes,Rain,Cool,Normal,Weak
D10772,No,Rain,Mild,Normal,Strong
D10773,No,Sunny,Cool,High,Weak
D10774,Yes,Sunny,Hot,Normal,Weak
D10775,Yes,Overcast,Hot,Normal,Weak
D10776,No,Sunny,Hot,High,Strong
D10777,Yes,Overcast,Mild,High,Weak
D10778,No,Rain,Hot,High,Strong
D10779,No,Rain,Hot,High,Strong
D10780,Yes,Overcast,Cool,Normal,Weak
D10781,No,Rain,Cool,High,Strong
D10782,No,Sunny,Mild,High,Weak
D10783,No,Rain,Mild,Normal,Strong
D10784,Yes,Overcast,Cool,Normal,Strong
D10785,Yes,Overcast,Hot,Normal,Weak
D10786,Yes,Overcast,Mild,Normal,Weak
D10787,No,Rain,Hot,High,Strong
D10788,Yes,Sunny,Cool,High,Weak
D10789,Yes,Overcast,Mild,High,Strong
D10790,Yes,Overcast,Mild,Normal,Weak
D10791,No,Rain,Mild,High,Weak
D10792,Yes,Overcast,Mild,Normal,Weak
D10793,Yes,Overcast,Cool,Normal,Weak
D10794,No,Rain,Hot,Normal,Strong
D10795,No,Rain,Mild,High,Weak
D10796,Yes,Overcast,Cool,High,Weak
D10797,No,Sunny,Cool,Normal,Strong
D10798,No,Sunny,Cool,Normal,Strong
D10799,Yes,Rain,Mild,Normal,Weak
D10800,Yes,Rain,Hot,Normal,Weak
